Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er_full[1]	er_full[2]	er_full[3]	er_full[4]	er_full[5]	er_full[6]	er_full[7]	er_full[8]	er_full[9]	er_full[10]	er_full[11]	er_full[12]	er_full[13]	er_full[14]	er_full[15]	er_full[16]	er_full[17]	er_full[18]	er_full[19]	er_full[20]	er_full[21]	er_full[22]	er_full[23]	er_full[24]	er_full[25]	er_full[26]	er_full[27]	er_full[28]	pi[1]	pi[2]	pi[3]	pi[4]	pi[5]	pi[6]	pi[7]	pi[8]	rf[1]	rf[2]	rf[3]	rf[4]	rf[5]	rf[6]	rf[7]	rf[8]
10500	-49.56656	-73.19613	23.62957	0.0463231	0.088258	0.0472641	0.0368677	0.00509274	0.114299	0.661895	0.0463231	0	0	0	0	0	0	0.088258	0	0	0	0	0	0.0472641	0	0	0	0	0.0368677	0	0	0	0.00509274	0	0	0.114299	0	0.661895	0.141087	0.0321375	0.0626842	0.154333	0.0246321	0.500257	0.00674216	0.0781273	0.11155	0.131356	0.0725808	0.187081	0.0206847	0.0453426	0.404117	0.0272888
10510	-51.13894	-74.76851	23.62957	0.0679697	0.277215	0.150451	0.244294	0.0224143	0.156536	0.0811203	0.0679697	0	0	0	0	0	0	0.277215	0	0	0	0	0	0.150451	0	0	0	0	0.244294	0	0	0	0.0224143	0	0	0.156536	0	0.0811203	0.432964	0.0472516	0.081321	0.0950598	0.0410285	0.181897	0.05967	0.0608076	0.0469529	0.400526	0.018781	0.261607	0.015591	0.0633928	0.0651775	0.127972
10520	-49.02884	-72.65841	23.62957	0.0694808	0.254933	0.138358	0.436449	0.00818728	0.0592588	0.0333325	0.0694808	0	0	0	0	0	0	0.254933	0	0	0	0	0	0.138358	0	0	0	0	0.436449	0	0	0	0.00818728	0	0	0.0592588	0	0.0333325	0.191332	0.0345609	0.0910503	0.102609	0.00892572	0.134373	0.0164878	0.420661	0.078156	0.290381	0.164924	0.040132	0.0325279	0.14014	0.00458221	0.249156
10530	-53.64395	-77.27352	23.62957	0.186585	0.100713	0.154229	0.399209	0.0338875	0.013889	0.111487	0.186585	0	0	0	0	0	0	0.100713	0	0	0	0	0	0.154229	0	0	0	0	0.399209	0	0	0	0.0338875	0	0	0.013889	0	0.111487	0.155954	0.0365261	0.116437	0.0412274	0.00943325	0.142014	0.0538283	0.444581	0.0399835	0.0688034	0.219947	0.0733052	0.152903	0.183843	0.120672	0.140543
10540	-52.5518	-76.18138	23.62957	0.0958837	0.386323	0.0734442	0.213488	0.150972	0.0286087	0.05128	0.0958837	0	0	0	0	0	0	0.386323	0	0	0	0	0	0.0734442	0	0	0	0	0.213488	0	0	0	0.150972	0	0	0.0286087	0	0.05128	0.198591	0.0267231	0.126343	0.0941935	0.0393529	0.284422	0.087099	0.143275	0.0215752	0.312633	0.0909057	0.0243907	0.254321	0.105792	0.13619	0.0541937
10550	-50.31765	-73.94722	23.62957	0.122409	0.238721	0.274982	0.140828	0.145847	0.0247783	0.0524345	0.122409	0	0	0	0	0	0	0.238721	0	0	0	0	0	0.274982	0	0	0	0	0.140828	0	0	0	0.145847	0	0	0.0247783	0	0.0524345	0.124032	0.0347312	0.0391478	0.0403113	0.00964303	0.177639	0.104165	0.47033	0.0044329	0.422139	0.130541	0.0774771	0.0673558	0.0443087	0.203629	0.0501166
10560	-51.30318	-74.93275	23.62957	0.255086	0.149895	0.412345	0.106151	0.0342715	0.0155872	0.026665	0.255086	0	0	0	0	0	0	0.149895	0	0	0	0	0	0.412345	0	0	0	0	0.106151	0	0	0	0.0342715	0	0	0.0155872	0	0.026665	0.22579	0.0346134	0.0686912	0.042846	0.0262056	0.321159	0.175433	0.105261	0.0128394	0.010132	0.162304	0.14477	0.253061	0.20556	0.0871223	0.124212
10570	-48.91684	-72.54641	23.62957	0.228553	0.414875	0.0435431	0.183653	0.020161	0.0459713	0.0632435	0.228553	0	0	0	0	0	0	0.414875	0	0	0	0	0	0.0435431	0	0	0	0	0.183653	0	0	0	0.020161	0	0	0.0459713	0	0.0632435	0.220327	0.0296553	0.0588517	0.132681	0.0106645	0.275156	0.044108	0.228557	0.00298813	0.135174	0.123759	0.189324	0.0594301	0.252022	0.207306	0.029997
10580	-50.39549	-74.02506	23.62957	0.28132	0.301983	0.179964	0.151292	0.0298245	0.0425573	0.0130584	0.28132	0	0	0	0	0	0	0.301983	0	0	0	0	0	0.179964	0	0	0	0	0.151292	0	0	0	0.0298245	0	0	0.0425573	0	0.0130584	0.2431	0.0207988	0.0412757	0.101596	0.0374566	0.203743	0.0390908	0.312939	0.00274643	0.269113	0.113749	0.172635	0.0977556	0.135013	0.190537	0.0184505
10590	-53.34101	-76.97058	23.62957	0.2453	0.286962	0.163173	0.22549	0.0241773	0.0333325	0.0215663	0.2453	0	0	0	0	0	0	0.286962	0	0	0	0	0	0.163173	0	0	0	0	0.22549	0	0	0	0.0241773	0	0	0.0333325	0	0.0215663	0.228333	0.0315425	0.0387685	0.174295	0.0184572	0.176997	0.28508	0.0465263	0.00174592	0.020419	0.0505495	0.596944	0.0917393	0.116455	0.111594	0.0105537
10600	-52.46373	-76.09331	23.62957	0.0434032	0.18368	0.0663092	0.276105	0.250828	0.0832737	0.0964005	0.0434032	0	0	0	0	0	0	0.18368	0	0	0	0	0	0.0663092	0	0	0	0	0.276105	0	0	0	0.250828	0	0	0.0832737	0	0.0964005	0.310976	0.0543001	0.0997585	0.100308	0.0170784	0.048874	0.258303	0.110402	0.00840596	0.0657472	0.128654	0.248311	0.0579988	0.106851	0.26342	0.120612
10610	-54.48625	-78.11583	23.62957	0.093378	0.0868023	0.0471194	0.121181	0.422117	0.147326	0.0820756	0.093378	0	0	0	0	0	0	0.0868023	0	0	0	0	0	0.0471194	0	0	0	0	0.121181	0	0	0	0.422117	0	0	0.147326	0	0.0820756	0.418378	0.0628214	0.0400038	0.064032	0.0183543	0.0190717	0.0837216	0.293617	0.143906	0.123227	0.0195789	0.186063	0.168481	0.045346	0.141595	0.171803
10620	-53.7443	-77.37388	23.62957	0.0603874	0.0454187	0.0694399	0.432083	0.096208	0.134466	0.161997	0.0603874	0	0	0	0	0	0	0.0454187	0	0	0	0	0	0.0694399	0	0	0	0	0.432083	0	0	0	0.096208	0	0	0.134466	0	0.161997	0.599037	0.0447627	0.171445	0.0571473	0.020962	0.0178752	0.00968489	0.0790858	0.118433	0.491791	0.011658	0.0286307	0.0654316	0.028681	0.153076	0.102298
10630	-52.8587	-76.48828	23.62957	0.0267985	0.166061	0.0318049	0.359423	0.0464858	0.339424	0.0300024	0.0267985	0	0	0	0	0	0	0.166061	0	0	0	0	0	0.0318049	0	0	0	0	0.359423	0	0	0	0.0464858	0	0	0.339424	0	0.0300024	0.383789	0.0693548	0.182812	0.0853969	0.0152737	0.0625131	0.0343679	0.166493	0.0162862	0.300315	0.042296	0.0530472	0.148944	0.13643	0.221831	0.0808512
10640	-48.96677	-72.59634	23.62957	0.0591144	0.333468	0.0488039	0.223677	0.164893	0.0681316	0.101912	0.0591144	0	0	0	0	0	0	0.333468	0	0	0	0	0	0.0488039	0	0	0	0	0.223677	0	0	0	0.164893	0	0	0.0681316	0	0.101912	0.295638	0.0530177	0.0595282	0.193358	0.017816	0.0477876	0.010799	0.322055	0.00999504	0.250276	0.0221584	0.0698503	0.300461	0.0323504	0.218089	0.09682
10650	-48.25184	-71.88142	23.62957	0.0327949	0.209172	0.0256382	0.33635	0.157329	0.0623355	0.17638	0.0327949	0	0	0	0	0	0	0.209172	0	0	0	0	0	0.0256382	0	0	0	0	0.33635	0	0	0	0.157329	0	0	0.0623355	0	0.17638	0.630479	0.0189479	0.0846723	0.0866687	0.0135043	0.0183223	0.00211322	0.145292	0.0178108	0.102568	0.095624	0.044942	0.158884	0.217659	0.283871	0.0786408
10660	-49.58402	-73.21359	23.62957	0.0106469	0.202943	0.06091	0.153091	0.243584	0.0741902	0.254635	0.0106469	0	0	0	0	0	0	0.202943	0	0	0	0	0	0.06091	0	0	0	0	0.153091	0	0	0	0.243584	0	0	0.0741902	0	0.254635	0.664683	0.0361505	0.0659173	0.109103	0.0136203	0.0302367	0.0502998	0.02999	0.0112697	0.0397405	0.0522578	0.0771541	0.0512992	0.219507	0.207788	0.340984
10670	-48.17244	-71.80201	23.62957	0.0187899	0.159587	0.0430855	0.240738	0.27143	0.181183	0.0851858	0.0187899	0	0	0	0	0	0	0.159587	0	0	0	0	0	0.0430855	0	0	0	0	0.240738	0	0	0	0.27143	0	0	0.181183	0	0.0851858	0.626966	0.041557	0.0848001	0.0996524	0.017522	0.0388984	0.0150387	0.0755654	0.0178952	0.0934262	0.111078	0.108944	0.122614	0.272041	0.0853438	0.188658
10680	-50.84552	-74.47509	23.62957	0.0367228	0.166341	0.0658774	0.163676	0.458385	0.082593	0.026404	0.0367228	0	0	0	0	0	0	0.166341	0	0	0	0	0	0.0658774	0	0	0	0	0.163676	0	0	0	0.458385	0	0	0.082593	0	0.026404	0.363224	0.0783895	0.124931	0.166243	0.0251004	0.0943641	0.0597501	0.0879982	0.0266516	0.144678	0.152215	0.115231	0.0153277	0.229661	0.128472	0.187764
10690	-50.52889	-74.15847	23.62957	0.0430359	0.198829	0.0737421	0.322772	0.213697	0.0997988	0.0481255	0.0430359	0	0	0	0	0	0	0.198829	0	0	0	0	0	0.0737421	0	0	0	0	0.322772	0	0	0	0.213697	0	0	0.0997988	0	0.0481255	0.689588	0.0420737	0.0889362	0.0807007	0.0350767	0.0323724	0.0217448	0.00950792	0.0429235	0.0433463	0.132829	0.103084	0.00515806	0.208033	0.299134	0.165492
10700	-52.68525	-76.31483	23.62957	0.0156658	0.0634024	0.0870416	0.0980188	0.184585	0.511715	0.0395711	0.0156658	0	0	0	0	0	0	0.0634024	0	0	0	0	0	0.0870416	0	0	0	0	0.0980188	0	0	0	0.184585	0	0	0.511715	0	0.0395711	0.441643	0.0269459	0.0945291	0.0624123	0.0224647	0.0264923	0.0319756	0.293537	0.0856845	0.00386903	0.130376	0.210848	0.0432786	0.0649424	0.298565	0.162437
10710	-54.10147	-77.73104	23.62957	0.132185	0.180467	0.149056	0.264252	0.178395	0.0671549	0.028492	0.132185	0	0	0	0	0	0	0.180467	0	0	0	0	0	0.149056	0	0	0	0	0.264252	0	0	0	0.178395	0	0	0.0671549	0	0.028492	0.421857	0.0996463	0.146231	0.130196	0.0634871	0.040982	0.0314079	0.0661928	0.241407	0.00117112	0.0697942	0.0370812	0.0648866	0.156016	0.304546	0.125099
10720	-53.46432	-77.0939	23.62957	0.0903901	0.0942133	0.150353	0.180677	0.137078	0.0571413	0.290147	0.0903901	0	0	0	0	0	0	0.0942133	0	0	0	0	0	0.150353	0	0	0	0	0.180677	0	0	0	0.137078	0	0	0.0571413	0	0.290147	0.32021	0.0879772	0.139716	0.11495	0.0560524	0.189623	0.0330306	0.0584412	0.431632	0.000605653	0.00163598	0.175498	0.0335566	0.044882	0.247494	0.0646958
10730	-50.15189	-73.78147	23.62957	0.0514186	0.13151	0.117426	0.151353	0.0718109	0.163604	0.312877	0.0514186	0	0	0	0	0	0	0.13151	0	0	0	0	0	0.117426	0	0	0	0	0.151353	0	0	0	0.0718109	0	0	0.163604	0	0.312877	0.146412	0.0440017	0.0600244	0.0533669	0.029648	0.107707	0.00589919	0.552941	0.222684	0.000840368	0.00226999	0.243511	0.174652	0.154492	0.192597	0.00895265
10740	-50.00386	-73.63343	23.62957	0.10538	0.207047	0.279896	0.102436	0.143158	0.100033	0.0620495	0.10538	0	0	0	0	0	0	0.207047	0	0	0	0	0	0.279896	0	0	0	0	0.102436	0	0	0	0.143158	0	0	0.100033	0	0.0620495	0.328936	0.0562673	0.0767565	0.0594471	0.0379125	0.0822799	0.0356681	0.322732	0.0932803	0.00143836	0.00388528	0.176186	0.103554	0.264427	0.341906	0.0153232
10750	-55.39114	-79.02071	23.62957	0.173752	0.0986737	0.0795725	0.252168	0.0211993	0.307688	0.0669458	0.173752	0	0	0	0	0	0	0.0986737	0	0	0	0	0	0.0795725	0	0	0	0	0.252168	0	0	0	0.0211993	0	0	0.307688	0	0.0669458	0.130396	0.070813	0.167915	0.119561	0.021269	0.227925	0.0169087	0.245212	0.0750235	0.0049024	0.00394571	0.373917	0.0616668	0.0834724	0.279471	0.117602
10760	-49.69057	-73.32015	23.62957	0.143295	0.205124	0.106053	0.207966	0.267888	0.0144624	0.055211	0.143295	0	0	0	0	0	0	0.205124	0	0	0	0	0	0.106053	0	0	0	0	0.207966	0	0	0	0.267888	0	0	0.0144624	0	0.055211	0.449441	0.0425846	0.102277	0.0736212	0.0176026	0.060488	0.102993	0.150993	0.10443	0.00328588	0.0705046	0.222998	0.106207	0.0704141	0.168844	0.253316
10770	-56.89617	-80.52575	23.62957	0.136154	0.186041	0.1586	0.197602	0.0861118	0.151541	0.0839498	0.136154	0	0	0	0	0	0	0.186041	0	0	0	0	0	0.1586	0	0	0	0	0.197602	0	0	0	0.0861118	0	0	0.151541	0	0.0839498	0.160255	0.0934744	0.131678	0.188172	0.0386771	0.0108631	0.185825	0.191056	0.208708	0.00247402	0.109565	0.162461	0.161789	0.0181418	0.310515	0.0263447
10780	-56.12121	-79.75078	23.62957	0.258924	0.1199	0.18637	0.161225	0.0776037	0.0639651	0.132011	0.258924	0	0	0	0	0	0	0.1199	0	0	0	0	0	0.18637	0	0	0	0	0.161225	0	0	0	0.0776037	0	0	0.0639651	0	0.132011	0.337596	0.0686527	0.148846	0.145991	0.0437197	0.0171547	0.17124	0.0667996	0.584404	0.014797	0.174584	0.0747287	0.0183492	0.00992154	0.0620915	0.061124
10790	-51.49027	-75.11985	23.62957	0.0749752	0.205448	0.0805192	0.0503396	0.437743	0.0836348	0.0673397	0.0749752	0	0	0	0	0	0	0.205448	0	0	0	0	0	0.0805192	0	0	0	0	0.0503396	0	0	0	0.437743	0	0	0.0836348	0	0.0673397	0.345738	0.0506285	0.143355	0.140606	0.0522061	0.0048833	0.0650394	0.197544	0.147501	0.18835	0.0651292	0.0439295	0.0335073	0.0135824	0.396382	0.111618
10800	-53.03999	-76.66956	23.62957	0.0474966	0.293113	0.0267631	0.0216295	0.0908041	0.396245	0.123949	0.0474966	0	0	0	0	0	0	0.293113	0	0	0	0	0	0.0267631	0	0	0	0	0.0216295	0	0	0	0.0908041	0	0	0.396245	0	0.123949	0.288555	0.0749505	0.0885953	0.290829	0.0566748	0.0469044	0.0414756	0.112015	0.110733	0.108502	0.00687309	0.0570492	0.0727368	0.1849	0.216908	0.242297
10810	-52.06184	-75.69141	23.62957	0.0208814	0.0831503	0.0462912	0.133136	0.061854	0.610681	0.0440056	0.0208814	0	0	0	0	0	0	0.0831503	0	0	0	0	0	0.0462912	0	0	0	0	0.133136	0	0	0	0.061854	0	0	0.610681	0	0.0440056	0.243517	0.0748744	0.0747671	0.176668	0.0281164	0.0395835	0.035002	0.327471	0.0433228	0.368049	0.00344455	0.167146	0.108494	0.106467	0.121296	0.0817807
10820	-51.31131	-74.94088	23.62957	0.077449	0.108175	0.14467	0.188542	0.222974	0.218573	0.0396164	0.077449	0	0	0	0	0	0	0.108175	0	0	0	0	0	0.14467	0	0	0	0	0.188542	0	0	0	0.222974	0	0	0.218573	0	0.0396164	0.320735	0.0781527	0.0780408	0.0726622	0.0293475	0.0605217	0.0643189	0.296221	0.0459388	0.387481	0.00205716	0.164973	0.276406	0.0596994	0.01967	0.0437749
10830	-50.1642	-73.79377	23.62957	0.108067	0.191211	0.148487	0.117344	0.129286	0.0854734	0.220132	0.108067	0	0	0	0	0	0	0.191211	0	0	0	0	0	0.148487	0	0	0	0	0.117344	0	0	0	0.129286	0	0	0.0854734	0	0.220132	0.355602	0.0675376	0.0918614	0.106905	0.0285078	0.05879	0.0395076	0.251289	0.0351014	0.397961	0.00157185	0.126054	0.211199	0.0890501	0.0726008	0.0664625
10840	-50.67578	-74.30535	23.62957	0.109739	0.273889	0.101247	0.10844	0.129512	0.182475	0.0946975	0.109739	0	0	0	0	0	0	0.273889	0	0	0	0	0	0.101247	0	0	0	0	0.10844	0	0	0	0.129512	0	0	0.182475	0	0.0946975	0.169307	0.0463344	0.0520758	0.0908548	0.0777076	0.0403331	0.0271043	0.496283	0.0605827	0.159776	0.0885259	0.101059	0.378395	0.0774591	0.0151249	0.119078
10850	-49.40845	-73.03803	23.62957	0.161604	0.163147	0.321457	0.0489049	0.0559466	0.231241	0.0176997	0.161604	0	0	0	0	0	0	0.163147	0	0	0	0	0	0.321457	0	0	0	0	0.0489049	0	0	0	0.0559466	0	0	0.231241	0	0.0176997	0.178296	0.0296349	0.0567879	0.0709336	0.08285	0.0949132	0.0211613	0.465423	0.131361	0.250088	0.0486773	0.0908567	0.0699814	0.386829	0.0116411	0.0105649
10860	-51.22478	-74.85435	23.62957	0.117615	0.236175	0.0946196	0.0780421	0.0527143	0.407953	0.0128818	0.117615	0	0	0	0	0	0	0.236175	0	0	0	0	0	0.0946196	0	0	0	0	0.0780421	0	0	0	0.0527143	0	0	0.407953	0	0.0128818	0.0846925	0.0450407	0.0913351	0.162206	0.0528735	0.144254	0.032162	0.387437	0.245501	0.371841	0.0416517	0.0114359	0.00884416	0.234653	0.0382154	0.047858
10870	-48.72633	-72.35591	23.62957	0.224121	0.250363	0.168812	0.043543	0.0980294	0.1369	0.0782314	0.224121	0	0	0	0	0	0	0.250363	0	0	0	0	0	0.168812	0	0	0	0	0.043543	0	0	0	0.0980294	0	0	0.1369	0	0.0782314	0.170853	0.027959	0.0980091	0.116628	0.0348045	0.0815651	0.0678607	0.402321	0.117759	0.202491	0.348927	0.0257484	0.0199131	0.0913631	0.0860437	0.107755
10880	-51.44436	-75.07394	23.62957	0.181794	0.382779	0.0425461	0.116602	0.0772493	0.0823458	0.116684	0.181794	0	0	0	0	0	0	0.382779	0	0	0	0	0	0.0425461	0	0	0	0	0.116602	0	0	0	0.0772493	0	0	0.0823458	0	0.116684	0.196093	0.0454727	0.112488	0.133857	0.0438841	0.254558	0.0889569	0.12469	0.259294	0.294166	0.207334	0.0358791	0.0121727	0.0644917	0.0467112	0.0799509
10890	-51.43764	-75.06722	23.62957	0.184059	0.28251	0.309535	0.111356	0.0457447	0.0500527	0.0167423	0.184059	0	0	0	0	0	0	0.28251	0	0	0	0	0	0.309535	0	0	0	0	0.111356	0	0	0	0.0457447	0	0	0.0500527	0	0.0167423	0.133691	0.0338683	0.0803256	0.144988	0.0143703	0.432957	0.096354	0.0634449	0.209993	0.170477	0.0450529	0.161927	0.00792732	0.11382	0.027135	0.263668
10900	-49.49561	-73.12518	23.62957	0.155092	0.111108	0.448322	0.111126	0.0290315	0.111595	0.0337254	0.155092	0	0	0	0	0	0	0.111108	0	0	0	0	0	0.448322	0	0	0	0	0.111126	0	0	0	0.0290315	0	0	0.111595	0	0.0337254	0.0915071	0.0231817	0.070583	0.0398542	0.0235733	0.296345	0.0333469	0.421609	0.16131	0.131977	0.0348781	0.388459	0.0112266	0.0808973	0.0210068	0.170245
10910	-49.89472	-73.5243	23.62957	0.161502	0.152408	0.065492	0.0633665	0.229328	0.289624	0.0382783	0.161502	0	0	0	0	0	0	0.152408	0	0	0	0	0	0.065492	0	0	0	0	0.0633665	0	0	0	0.229328	0	0	0.289624	0	0.0382783	0.182249	0.0340693	0.144298	0.0769938	0.0251557	0.129444	0.00556913	0.402222	0.0872262	0.0550523	0.408074	0.251307	0.00726286	0.052335	0.060848	0.0778947
10920	-49.32103	-72.9506	23.62957	0.0642249	0.312661	0.140955	0.233047	0.140076	0.0415165	0.0675198	0.0642249	0	0	0	0	0	0	0.312661	0	0	0	0	0	0.140955	0	0	0	0	0.233047	0	0	0	0.140076	0	0	0.0415165	0	0.0675198	0.283067	0.0631366	0.113625	0.0959962	0.0348111	0.0793337	0.0494492	0.280581	0.0361511	0.216292	0.239985	0.0303757	0.0134387	0.184646	0.0252186	0.253893
10930	-51.46582	-75.0954	23.62957	0.132108	0.111251	0.148698	0.258523	0.15139	0.106712	0.0913178	0.132108	0	0	0	0	0	0	0.111251	0	0	0	0	0	0.148698	0	0	0	0	0.258523	0	0	0	0.15139	0	0	0.106712	0	0.0913178	0.152182	0.0475176	0.0882933	0.188787	0.0433366	0.0915766	0.0390096	0.349298	0.170768	0.0476487	0.178358	0.0844015	0.0479963	0.0243711	0.339803	0.106654
10940	-50.42186	-74.05143	23.62957	0.0820567	0.363499	0.11508	0.119176	0.146926	0.0473961	0.125865	0.0820567	0	0	0	0	0	0	0.363499	0	0	0	0	0	0.11508	0	0	0	0	0.119176	0	0	0	0.146926	0	0	0.0473961	0	0.125865	0.222452	0.0371679	0.0944864	0.208515	0.0504198	0.12313	0.0349768	0.228852	0.124836	0.073547	0.00534644	0.160682	0.0740835	0.0462015	0.192717	0.322586
10950	-54.55829	-78.18787	23.62957	0.10578	0.194188	0.0325498	0.0976584	0.144388	0.29524	0.130195	0.10578	0	0	0	0	0	0	0.194188	0	0	0	0	0	0.0325498	0	0	0	0	0.0976584	0	0	0	0.144388	0	0	0.29524	0	0.130195	0.147686	0.0358015	0.0848341	0.262149	0.0485663	0.151237	0.0574827	0.212243	0.144788	0.0582919	0.00230147	0.0331167	0.0700115	0.0264857	0.156524	0.508482
10960	-50.10978	-73.73936	23.62957	0.202276	0.203407	0.0381329	0.230262	0.0266231	0.102832	0.196467	0.202276	0	0	0	0	0	0	0.203407	0	0	0	0	0	0.0381329	0	0	0	0	0.230262	0	0	0	0.0266231	0	0	0.102832	0	0.196467	0.106131	0.0129079	0.127351	0.263504	0.00829423	0.418793	0.0109337	0.0520854	0.004566	0.0906754	0.0586587	0.218991	0.0166792	0.201402	0.198056	0.210972
10970	-53.37494	-77.00451	23.62957	0.0567183	0.110414	0.0704734	0.141346	0.0152541	0.0666056	0.539189	0.0567183	0	0	0	0	0	0	0.110414	0	0	0	0	0	0.0704734	0	0	0	0	0.141346	0	0	0	0.0152541	0	0	0.0666056	0	0.539189	0.234042	0.0290057	0.150487	0.134672	0.00724114	0.382644	0.0379639	0.0239434	0.018423	0.112173	0.115607	0.228825	0.0462076	0.241849	0.117353	0.119562
10980	-51.57742	-75.20699	23.62957	0.0246753	0.215473	0.0686758	0.253077	0.0290995	0.0588389	0.35016	0.0246753	0	0	0	0	0	0	0.215473	0	0	0	0	0	0.0686758	0	0	0	0	0.253077	0	0	0	0.0290995	0	0	0.0588389	0	0.35016	0.507614	0.0343482	0.142245	0.136102	0.0127325	0.138967	0.0185942	0.00939755	0.01007	0.178215	0.135753	0.335173	0.0447928	0.202236	0.0851049	0.00865599
10990	-59.017	-82.64657	23.62957	0.041385	0.177579	0.107419	0.110171	0.217235	0.0882715	0.257939	0.041385	0	0	0	0	0	0	0.177579	0	0	0	0	0	0.107419	0	0	0	0	0.110171	0	0	0	0.217235	0	0	0.0882715	0	0.257939	0.177249	0.0641221	0.103883	0.255139	0.002838	0.205897	0.126012	0.0648599	0.126859	0.130706	0.361932	0.0727189	0.026567	0.186128	0.0715374	0.023551
11000	-52.0299	-75.65948	23.62957	0.41688	0.109367	0.0275866	0.219583	0.145096	0.0234478	0.0580396	0.41688	0	0	0	0	0	0	0.109367	0	0	0	0	0	0.0275866	0	0	0	0	0.219583	0	0	0	0.145096	0	0	0.0234478	0	0.0580396	0.150593	0.0393169	0.108903	0.209364	0.00410709	0.264341	0.0533792	0.169996	0.0416468	0.00750827	0.294836	0.312777	0.0317474	0.133494	0.159262	0.0187296
11010	-57.42548	-81.05505	23.62957	0.267341	0.0738166	0.0309815	0.423713	0.138551	0.0283167	0.0372798	0.267341	0	0	0	0	0	0	0.0738166	0	0	0	0	0	0.0309815	0	0	0	0	0.423713	0	0	0	0.138551	0	0	0.0283167	0	0.0372798	0.0923947	0.0474856	0.122455	0.237972	0.00180908	0.119677	0.172893	0.205314	0.133312	0.0784127	0.216127	0.148774	0.137038	0.0686341	0.157749	0.0599537
11020	-49.6985	-73.32807	23.62957	0.176617	0.250779	0.0496586	0.410663	0.0689469	0.0187072	0.0246286	0.176617	0	0	0	0	0	0	0.250779	0	0	0	0	0	0.0496586	0	0	0	0	0.410663	0	0	0	0.0689469	0	0	0.0187072	0	0.0246286	0.174718	0.0186583	0.0661083	0.105237	0.000800017	0.14506	0.0741276	0.41529	0.0838288	0.0512758	0.157977	0.251116	0.13426	0.0895751	0.118323	0.113645
11030	-50.07784	-73.70741	23.62957	0.0569857	0.215472	0.148431	0.381288	0.112388	0.0450439	0.0403915	0.0569857	0	0	0	0	0	0	0.215472	0	0	0	0	0	0.148431	0	0	0	0	0.381288	0	0	0	0.112388	0	0	0.0450439	0	0.0403915	0.240569	0.0240624	0.047587	0.074838	0.00166193	0.245292	0.067392	0.298597	0.0826163	0.0308999	0.036338	0.173381	0.259314	0.2039	0.16193	0.0516219
11040	-53.31261	-76.94218	23.62957	0.0935062	0.167368	0.342884	0.0518568	0.0494165	0.0349879	0.259981	0.0935062	0	0	0	0	0	0	0.167368	0	0	0	0	0	0.342884	0	0	0	0	0.0518568	0	0	0	0.0494165	0	0	0.0349879	0	0.259981	0.3023	0.0523052	0.0672857	0.0940417	0.0890753	0.217958	0.0932966	0.0837376	0.0264587	0.0264937	0.0247917	0.445194	0.158819	0.185627	0.117243	0.0153734
11050	-52.58712	-76.21669	23.62957	0.186332	0.363395	0.353905	0.029438	0.0197579	0.00793657	0.0392353	0.186332	0	0	0	0	0	0	0.363395	0	0	0	0	0	0.353905	0	0	0	0	0.029438	0	0	0	0.0197579	0	0	0.00793657	0	0.0392353	0.186842	0.0259179	0.0308993	0.0633833	0.103459	0.204181	0.0151696	0.370147	0.127609	0.025806	0.137087	0.0315897	0.154696	0.10888	0.399358	0.0149744
11060	-47.73394	-71.36351	23.62957	0.211721	0.414917	0.0914287	0.0381938	0.142167	0.0705173	0.0310551	0.211721	0	0	0	0	0	0	0.414917	0	0	0	0	0	0.0914287	0	0	0	0	0.0381938	0	0	0	0.142167	0	0	0.0705173	0	0.0310551	0.126852	0.00618678	0.0856871	0.0605259	0.0329958	0.0737569	0.0102991	0.603696	0.205813	0.0384834	0.37642	0.0264941	0.07645	0.0526708	0.20529	0.0183792
11070	-52.57761	-76.20718	23.62957	0.142513	0.107558	0.115087	0.162433	0.182814	0.0201001	0.269495	0.142513	0	0	0	0	0	0	0.107558	0	0	0	0	0	0.115087	0	0	0	0	0.162433	0	0	0	0.182814	0	0	0.0201001	0	0.269495	0.216424	0.0566512	0.187736	0.103264	0.012068	0.275497	0.00757572	0.140784	0.246073	0.071554	0.310376	0.0293253	0.0688783	0.0748402	0.191255	0.00769775
11080	-48.73672	-72.3663	23.62957	0.0948342	0.0831047	0.0914981	0.289058	0.128923	0.0694061	0.243176	0.0948342	0	0	0	0	0	0	0.0831047	0	0	0	0	0	0.0914981	0	0	0	0	0.289058	0	0	0	0.128923	0	0	0.0694061	0	0.243176	0.269476	0.0371652	0.102828	0.0941358	0.00500786	0.166637	0.00315588	0.321593	0.288059	0.12643	0.0333589	0.0267326	0.215186	0.0423326	0.189305	0.0785954
11090	-48.13568	-71.76526	23.62957	0.150044	0.254317	0.172726	0.212756	0.0163136	0.132327	0.0615164	0.150044	0	0	0	0	0	0	0.254317	0	0	0	0	0	0.172726	0	0	0	0	0.212756	0	0	0	0.0163136	0	0	0.132327	0	0.0615164	0.257821	0.0184628	0.0983808	0.0498264	0.0171542	0.162005	0.00301938	0.393331	0.146443	0.139206	0.17705	0.0651409	0.367573	0.0211946	0.0577211	0.0256717
